Video Id,Video Name ,颜色,形状,位置,状态,视频质量,相似干扰,遮挡,长视频,透明物体,小物体
457,generate_crystals_3,0,2,1,1,0,0,0,0,0,0
458,generate_crystals_4,1,2,1,1,0,0,0,0,0,0
459,generate_crystals_5,0,2,1,1,0,0,0,0,0,0
460,generate_crystals_6,0,2,1,1,0,0,0,0,0,0
461,flower_change_color_1,,,,,,,,,,,
462,flower_change_color_2,,,,,,,,,,,
463,flower_change_color_3,,,,,,,,,,,
464,generate_precipitate_1,1,2,1,2,0,0,0,0,0,0
465,generate_crystals_1,0,2,1,1,0,0,0,0,0,0
466,generate_crystals_2,0,2,1,1,0,0,0,0,0,0
467,merge_droplets_1,0,2,0,1,0,0,0,0,0,1
468,dissolve_metal_1,0,2,1,2,0,0,0,0,0,0
469,dissolve_metal_2,1,2,1,2,0,0,0,0,0,0
470,dissolve_metal_3,0,2,2,2,0,0,0,0,0,0
471,generate_gas_1,0,1,1,2,0,0,0,0,1,0
472,merge_droplets_2,0,2,0,1,0,0,0,0,0,1
473,burn_metal_1,1,2,0,1,0,0,0,0,0,0
474,burn_metal_2,1,2,0,1,0,0,0,0,0,0
475,spread_sauce_2,0,2,1,0,0,0,0,0,0,0
476,spread_cheese_1,0,2,1,0,0,0,0,0,0,0
477,assemble_machinery_11,0,0,2,1,0,1,1,0,0,2
478,assemble_machinery_12,0,0,2,1,0,1,1,2,0,2
479,assemble_machinery_13,0,0,2,1,0,1,1,0,0,2
480,exhaust_smoke_5,0,2,1,1,0,0,0,0,1,0
481,break_glass_7,0,2,1,2,0,0,0,0,2,1
482,break_glass_8,0,2,1,2,0,0,0,0,2,1
483,falldown_smoke_1,0,1,1,1,0,0,0,0,1,0
484,cut_ice_cream_1,0,1,1,1,0,0,0,0,1,0
485,controller_magnetic_fluid_1,0,1,2,1,0,0,0,0,0,0
486,controller_magnetic_fluid_2,0,1,2,1,0,0,0,0,0,1
487,cut_ice_cream_2,1,1,1,1,0,0,0,1,0,0
488,controller_magnetic_fluid_4,0,1,2,1,0,0,0,0,0,1
489,pull_mucus_1,0,2,1,1,0,0,0,0,1,0
490,syphon_liquid_1,0,1,1,1,0,0,0,0,1,0
491,create_waves_1,0,1,2,1,0,0,0,0,1,0
492,diffuse_pigment_1,1,1,1,1,0,0,0,0,1,0
493,diffuse_pigment_2,1,1,1,1,0,0,0,0,1,0
494,diffuse_smoke_1,1,1,1,1,0,0,0,0,1,0
495,diffuse_smoke_2,1,1,1,1,0,0,0,0,1,0
496,diffuse_pigment_3,1,1,1,1,0,0,0,0,1,0
497,stir_milk_2,1,1,2,1,0,0,0,0,0,0
498,pour_pigment_1,0,2,1,2,0,0,1,0,0,0
499,pour_pigment_2,0,2,1,2,0,0,1,0,0,0
500,pour_magnetic_particle_1,0,1,1,1,0,0,1,0,0,0
501,drip_liquid_3,0,1,1,1,0,0,0,0,1,0
502,paint_pigment_1,0,2,1,1,0,0,0,0,0,0
503,pour_pigment_3,0,1,1,2,0,0,1,0,0,0
504,pour_pigment_4,0,2,1,2,0,0,1,2,0,0
505,pour_tea_8,0,1,1,0,0,1,0,0,2,0
506,pour_tea_9,0,1,1,0,0,1,0,0,2,0
507,pour_tea_10,0,2,1,0,0,0,0,0,2,0
508,pour_tea_11,0,2,1,0,0,1,0,2,2,0
509,pour_tea_12,0,1,1,0,0,0,0,0,2,0
510,pour_tea_13,0,2,2,0,1,1,0,0,2,0
511,pour_tea_14,0,2,2,0,0,1,0,0,2,0
512,pour_tea_15,0,2,1,0,0,2,1,0,2,0
513,pour_tea_16,0,2,2,0,0,0,0,0,2,0
514,pour_tea_17,0,2,0,0,0,1,0,0,2,0
515,pour_tea_18,0,0,0,0,1,1,1,0,2,0
516,pour_tea_19,0,0,2,0,1,1,1,0,2,0
517,wrap_wire_2,0,2,1,1,1,0,0,0,0,0
518,wrap_wire_3,0,2,1,1,0,0,0,0,0,0
519,wrap_wire_4,0,2,1,1,0,0,0,0,1,0
520,make_glass_19,1,1,0,1,0,0,2,0,0,0
521,wrap_wire_5,0,2,1,0,1,0,0,0,0,1
522,wrap_wire_6,0,2,1,0,1,0,0,0,0,1
523,wrap_wire_7,0,2,1,0,1,1,0,0,0,1
524,wrap_wire_8,0,2,1,0,1,1,0,0,0,1
525,wrap_wire_9,0,2,1,0,1,0,0,0,0,1
526,wrap_wire_10,0,2,1,0,1,0,0,0,0,1
527,wrap_wire_11,0,2,1,0,1,1,0,1,0,1
528,wrap_wire_12,0,2,1,0,1,0,0,0,0,1
529,splash_liquid_7,0,2,2,0,1,0,0,0,2,1
530,splash_liquid_8,0,2,1,0,0,0,1,0,0,0
531,splash_liquid_9,0,2,1,0,0,0,0,0,0,0
532,splash_liquid_10,0,2,2,0,0,0,1,0,0,0
533,splash_liquid_11,0,2,2,2,1,0,0,0,0,0
534,erupt_foam_1,0,2,2,2,0,1,1,0,0,0
535,erupt_foam_2,0,2,2,2,0,1,1,0,0,0
536,erupt_foam_3,0,2,2,2,0,1,1,0,0,0
537,pour_pigment_5,1,2,1,0,1,1,1,0,0,0
538,pour_pigment_6,1,2,1,1,1,1,0,0,0,0
539,pour_pigment_7,1,2,0,0,2,0,1,0,0,0
540,scrap_wax_1,0,2,1,0,0,2,1,0,0,0
541,tear_wallpaper_1,0,2,1,0,1,2,1,0,0,0
542,tear_wallpaper_2,0,2,1,0,1,2,1,0,0,0
543,tear_wallpaper_3,0,2,1,0,1,2,1,0,0,0
544,tear_wallpaper_4,0,2,1,0,1,2,1,0,0,0
545,tear_wallpaper_5,0,2,1,0,1,2,1,0,0,0
546,tear_wallpaper_6,0,2,1,0,1,2,1,0,0,0
547,tear_wallpaper_7,0,2,1,0,1,2,1,0,0,0
548,tear_wallpaper_8,0,2,1,0,1,2,1,0,0,0
